,名前,説明,画像,動画,属性情報→,,,,個数
tokenId,name,description,image_url,animation_url,place,image quality,,,
773,#773 🙏Itadakimasu Man🙏 2022/04/08,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 773 渋谷宮益坂の老舗中華料理店、精陽軒の肉キャベツ味噌炒めと半チャーハンをchompyのらくとく便でデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=VbywN096l8s](https://www.youtube.com/watch?v=VbywN096l8s)",ipfs://QmeZ5S23eVynxQcNaU1V3X2TVPqVYvwTW932XEKCUhBnJG,,home,high,,,
772,#772 🙏Itadakimasu Man🙏 2022/04/07,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 772 ケールサラダ専門店、ケールの王様 OVERLAP富ヶ谷店のバンコクジャック（ブリトータイプ）をmenuでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=AmDZXoUn4X4](https://www.youtube.com/watch?v=AmDZXoUn4X4)",ipfs://QmSkUJNQD6X9Sm42xdaJhdX8fxyvBhhBFq6JFTX43BZUBs,,home,high,,,
771,#771 🙏Itadakimasu Man🙏 2022/04/06,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 771 ステーキ&ハンバーグ店、ステーキのくいしんぼ六本木店の肉の三種盛りをmenuでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=X8q_kFHTArs](https://www.youtube.com/watch?v=X8q_kFHTArs)",ipfs://QmVgaF5B8h32NWbGVZ4C8FA4iHm9DpSCzgUYVuAGjR7N9B,,home,high,,,
770,#770 🙏Itadakimasu Man🙏 2022/04/05,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 770 ベーグル専門店ニューニューヨーククラブ麻布十番店のローストビーフベーグルサンドをウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=CSKG5WEo8kY](https://www.youtube.com/watch?v=CSKG5WEo8kY)",ipfs://QmXMrK6FxpdyrzfTEjC3jFjvZ4k9u1vRp68w4swVkvpghr,,home,high,,,
769,#769 🙏Itadakimasu Man🙏 2022/04/04,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 769 表参道の美腸活カフェ、エルフォーユーの美腸ランチボックス（ヴィーガン）をchompyのらくとく便でデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=dOEX0hGflYM](https://www.youtube.com/watch?v=dOEX0hGflYM)",ipfs://QmaoEWMq6xg7gwLxSpdMwCh4ixGCEwtAutNoaPrWVjWw5J,,home,high,,,
768,#768 🙏Itadakimasu Man🙏 2022/04/03,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 768 カスタムサラダ専門店クリスプサラダワークス三軒茶屋店のヒップスターをテイクアウトして食べてみた #ASMR \n[https://www.youtube.com/watch?v=LyqHlyUek6A](https://www.youtube.com/watch?v=LyqHlyUek6A)",ipfs://QmVBjitZGcZxiyctunybDGXFQ19tDFixfcx58RjvziVAT6,,home,high,,,
767,#767 🙏Itadakimasu Man🙏 2022/04/02,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 767 恵比寿の低糖質ハンバーガー店プロテインカフェリーンバーガーズのチリホットハラペーニョバーガーをmenuでデリバリーして食べたみた #ASMR \n[https://www.youtube.com/watch?v=sidv-H_IDDw](https://www.youtube.com/watch?v=sidv-H_IDDw)",ipfs://QmanMkJXWDswmEDZqgag8b4kNLE4wjrzi7FRWB5ipGYh7M,,home,high,,,
766,#766 🙏Itadakimasu Man🙏 2022/04/01,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 766 西麻布のデリバリー専門サラダ店グレートチキンパワーズのコンボ（王道ビッグ3）をchompyのらくとく便でデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=QiyTUG_taPw](https://www.youtube.com/watch?v=QiyTUG_taPw)",ipfs://QmZJyPStTRiWR8my6nLXjMJzgSWiG25feuxVuaJFLz4i5F,,home,high,,,
765,#765 🙏Itadakimasu Man🙏 2022/03/31,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 765 池尻大橋の創作和食店キッチンHANEYAのチキン弁当をchompyのらくとく便でデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=sRMy2mOlyvs](https://www.youtube.com/watch?v=sRMy2mOlyvs)",ipfs://QmYkcKFNd81rVZsvKZFyyeWrQkjbxmPh4ne95NHNLHMSUg,,home,high,,,
764,#764 🙏Itadakimasu Man🙏 2022/03/30,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 764 カナダ発のモダン寿司店、キンカ寿司六本木のアブリシャス8貫（炙り寿司）をchompyのらくとく便でデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=dOwU_AoaPwo](https://www.youtube.com/watch?v=dOwU_AoaPwo)",ipfs://QmXKCPjr9Z5dDyukGqYMX72797mz6f1ysVL8FqpuutD6ik,,home,high,,,
763,#763 🙏Itadakimasu Man🙏 2022/03/29,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 763 牛ハラミステーキ専門店ミラスバー＆カフェの照り焼きチキンとレタスのチキンサラダボウルをchompyのらくとく便でデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=5HdS4XTnCUs](https://www.youtube.com/watch?v=5HdS4XTnCUs)",ipfs://QmUPQofstowTLPECYaTkonseuyUGqdbmbB3jGXh7tnBQYt,,home,high,,,
762,#762 🙏Itadakimasu Man🙏 2022/03/28,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 762 南青山のオーガニックカフェ THE B のヴィーガンキヌアボウル、エスニックビューティボウルをウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=17Ut9vdMUmg](https://www.youtube.com/watch?v=17Ut9vdMUmg)",ipfs://QmRrEffnCJRYZGU5LGWPT6aX3jsTgQcwys3DyEMb21XQTD,,home,high,,,
761,#761 🙏Itadakimasu Man🙏 2022/03/27,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 761 代官山の自家製ヨーグルト専門店、ラファブ代官山の代官山ヨーグルト（ストレイン）のいちごと塩キャラメルバナナトッピングをテイクアウトして食べてみた #ASMR \n[https://www.youtube.com/watch?v=eFD5KsmSycQ](https://www.youtube.com/watch?v=eFD5KsmSycQ)",ipfs://Qmcsh1p5QGkqeQc1K9mFepBF7FgFRQx5FJ88VFG3JcXhXM,,home,high,,,
760,#760 🙏Itadakimasu Man🙏 2022/03/26,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 760 恵比寿のカフェカルフールの地鶏サンドをウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=MZZNA0cnx0s](https://www.youtube.com/watch?v=MZZNA0cnx0s)",ipfs://QmaoSynZ4uYmZfAvo1vHoeQmxvDsEj3ADSrMQiuVok7hBh,,home,high,,,
759,#759 🙏Itadakimasu Man🙏 2022/03/25,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 759 デリバリー専門サラダ店、美と健康テンサラダ渋谷店のさっぱり豚しゃぶのポークサラダをウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=mWOd8pSXJDw](https://www.youtube.com/watch?v=mWOd8pSXJDw)",ipfs://QmcNaNiKBdPaUQxFhgDkmStN7YpZ2BMZE2UyiujVptGSNw,,home,high,,,
758,#758 🙏Itadakimasu Man🙏 2022/03/24,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 758 自然派インド料理ミラン・ナタラジ渋谷店のナンバーガーをchompyのらくとく便でデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=-C2kuAlr7Mk](https://www.youtube.com/watch?v=-C2kuAlr7Mk)",ipfs://QmTwXvBdvLamjbwuqDWv88y8tZQnFu4NCfqTZ3mLn45kxV,,home,high,,,
757,#757 🙏Itadakimasu Man🙏 2022/03/23,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 757 道玄坂のタイ料理店コンロウ渋谷店のグリーンカレー＆ガイヤーンをchompyのらくとく便でデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=4375PsTlFbQ](https://www.youtube.com/watch?v=4375PsTlFbQ)",ipfs://QmXqg2d2HL42DcLAAFPPdzP12ekektcszEEDn8a8RkucT5,,home,high,,,
756,#756 🙏Itadakimasu Man🙏 2022/03/22,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 756 定食＆カフェ、黒川食堂中目黒店の揚げだし豆腐定食をchompyのらくとく便でデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=zeIIDreIOiI](https://www.youtube.com/watch?v=zeIIDreIOiI)",ipfs://QmcYfwKftzQpnAPvSAL4NdTfEaFGyVqQshtYVbwLm6zhES,,home,high,,,
755,#755 🙏Itadakimasu Man🙏 2022/03/21,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 755 俺のベーカリー＆カフェ恵比寿の小倉バターのサンドイッチをmenuでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=m3rMdPtmKrE](https://www.youtube.com/watch?v=m3rMdPtmKrE)",ipfs://Qmf5DVTZG6WpoQ1SN6Qtgn9tQpZ8wErEjYHPiwgkxBfvX2,,home,high,,,
754,#754 🙏Itadakimasu Man🙏 2022/03/20,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 754 シアトルスタイルのコーヒースタンド、ストリーマーコーヒーカンパニー中目黒のベーコン＆エッグサンドとリボルバーラテをウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=kfRmw9IIwEM](https://www.youtube.com/watch?v=kfRmw9IIwEM)",ipfs://QmYg3N3qKvQhsn5baQyUkRjXULJssmqGj8EFRQ5s2ciPxN,,home,high,,,
753,#753 🙏Itadakimasu Man🙏 2022/03/19,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 753 ブリトー＆タコス専門店、フリホーレス代官山のクラシックチキンブリトーをmenuでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=AkENDJCOmP0](https://www.youtube.com/watch?v=AkENDJCOmP0)",ipfs://QmYwTNgibFSCsY6SToUmrnUwh2KgNhBLsoxPa6VKgb1zS7,,home,high,,,
752,#752 🙏Itadakimasu Man🙏 2022/03/18,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 752 食べるスープ専門店、スープストックトーキョー渋谷マークシティ店の桜と春野菜のクリームスープをchompyのらくとく便でデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=ygTCUmLBLGI](https://www.youtube.com/watch?v=ygTCUmLBLGI)",ipfs://QmTn8gh5bAbC8bWyHmez2VbWae5DvY4EuYTnhYp5ypRt8Q,,home,high,,,
751,#751 🙏Itadakimasu Man🙏 2022/03/17,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 751 西麻布のデリバリー専門サラダ店、さらだのあるせいかつのクリスピーをchompyのらくとく便でデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=2szOoG8vkTc](https://www.youtube.com/watch?v=2szOoG8vkTc)",ipfs://QmdSYcRX22w9vJNXu88nZn4tbbKrqyGqKdQiaaiytkW5dX,,home,high,,,
750,#750 🙏Itadakimasu Man🙏 2022/03/16,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 750 西麻布の韓国料理＆ワインの店、イテウォンボウルズのイテウォンクッパ（ユッケジャン）をchompyのらくとく便でデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=4ydBHxEXv3k](https://www.youtube.com/watch?v=4ydBHxEXv3k)",ipfs://QmZxgQGwtiMW8NduPwNK3PoFiywqsKYE2iJkNCf5gzg5Mi,,home,high,,,
749,#749 🙏Itadakimasu Man🙏 2022/03/15,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 749 恵比寿の唐揚げ専門がらくのがらくの唐揚げ弁当タルタルソースをchompyのらくとく便でデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=0yBzUqwY57g](https://www.youtube.com/watch?v=0yBzUqwY57g)",ipfs://QmSMfkZTfr5JyP9odg6vdgZDDeSCNmD4HEaL1m8L9jUD6R,,home,high,,,
748,#748 🙏Itadakimasu Man🙏 2022/03/14,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 748 ヴィーガン料理専門店ザ・ブラザーズ・コーナーのヴィーガンクッキーとヴィーガンケーキ（ピーカン）をウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=eKjn48bKTMM](https://www.youtube.com/watch?v=eKjn48bKTMM)",ipfs://QmUiSeEhrYvwwM3aT2uBr66bVixwNSj4kJg9zxPQLwzqBN,,home,high,,,
747,#747 🙏Itadakimasu Man🙏 2022/03/13,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 747 六本木のたまご料理専門店、エッグセレントの3EGGSオムレツをウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=1kBVNHeaz40](https://www.youtube.com/watch?v=1kBVNHeaz40)",ipfs://QmZk4wochm5wDxpkMigdM4KaterxRQvaqWQvfKK2fVn5dA,,home,high,,,
746,#746 🙏Itadakimasu Man🙏 2022/03/12,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 746 恵比寿のサラダ店、3日で2Kg痩せるためのパワーサラダの完熟アボカドとトマトとチキングリルのうまんぞくサラダをmenuでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=iTMlLo4HVUc](https://www.youtube.com/watch?v=iTMlLo4HVUc)",ipfs://QmV8LmNYZ3T5FCDxQJiMdtm79JiWWq96xNQSphhn13XGyw,,home,high,,,
745,#745 🙏Itadakimasu Man🙏 2022/03/11,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 745 恵比寿のスペシャルティコーヒー専門店、猿田彦珈琲のオキーニョのハムチーズサンドとホットラテをウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=ukQTNlF3hDE](https://www.youtube.com/watch?v=ukQTNlF3hDE)",ipfs://QmWNvqSNPcU27FxZwj9Di3B6fW6WDP3W1ntzG1AKVA9AUM,,home,high,,,
744,#744 🙏Itadakimasu Man🙏 2022/03/10,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 744 恵比寿の和食店、土鍋炊きごはんなかよしはなれの鯖の味噌煮弁当をchompyのらくとく便でデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=yjUjT_kR0bM](https://www.youtube.com/watch?v=yjUjT_kR0bM)",ipfs://QmR1yDHNo2aXZuG5ah2AskqenAD77i7vgpEQi1QpGTK6A9,,home,high,,,
743,#743 🙏Itadakimasu Man🙏 2022/03/09,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 743 渋谷宮益坂の老舗中華料理店、精陽軒のギョーザ・チャーハンセットをchompyのらくとく便でデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=31b_y1ZEoQE](https://www.youtube.com/watch?v=31b_y1ZEoQE)",ipfs://QmXe3RzBrAWffA1Kb3SWQQix7vimbvYPQ8LTQ2MjPqTa4J,,home,high,,,
742,#742 🙏Itadakimasu Man🙏 2022/03/08,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 742 渋谷の無水キーマカレー専門店、ケニックカレーのケニックサムライスペシャル弁当をchompyのらくとく便でデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=-e_YcjJOScw](https://www.youtube.com/watch?v=-e_YcjJOScw)",ipfs://QmVsLYcBzvghnauXKDkn4g6JDGWUUuhKgQqsk3t2cKiTFN,,home,high,,,
741,#741 🙏Itadakimasu Man🙏 2022/03/07,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 741 ヴィーガン料理専門店、プラントプラネット白金台のペペロンチーノをウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=mwnP9-LiciY](https://www.youtube.com/watch?v=mwnP9-LiciY)",ipfs://QmNt1CFk9JCrBo4ng5GpKjpRVFDbFB67FJ9eheQweYMC7H,,home,high,,,
740,#740 🙏Itadakimasu Man🙏 2022/03/06,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 740 ハワイアンカフェ、メレンゲ渋谷店のホイップバターパンケーキをテイクアウトして食べてみた #ASMR \n[https://www.youtube.com/watch?v=wcr_l3WlTMs](https://www.youtube.com/watch?v=wcr_l3WlTMs)",ipfs://QmW3z1CG2WzDqsXYAY1Wtupo4CcxCgn3apK5patK4f4VfS,,home,high,,,
739,#739 🙏Itadakimasu Man🙏 2022/03/05,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 739 シンガポール発コーヒーチェーン、FLASH COFFEE 表参道店のベーグルをmenuでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=fXuvvvoNzQY](https://www.youtube.com/watch?v=fXuvvvoNzQY)",ipfs://QmSnCfcRD2zHPFm3XQnJvYZBf9KLxHMnjgVKisw3cSPfSr,,home,high,,,
738,#738 🙏Itadakimasu Man🙏 2022/03/04,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 738 サラダボウル専門店、VEGE CHARGER赤坂店の合鴨とカシューナッツのサラダをmenuでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=lNbG2Q5Eni0](https://www.youtube.com/watch?v=lNbG2Q5Eni0)",ipfs://Qmb4xQLTHTdZZ1WZeNjRLKi2FANLyL5Xm6ANoUmaAxSBkS,,home,high,,,
737,#737 🙏Itadakimasu Man🙏 2022/03/03,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 737 雛祭りなので、東京ミッドタウンのモダン和食店、HAL YAMASHITA 東京本店の特選上ちらし寿司をウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=jlTJ5ec5Kio](https://www.youtube.com/watch?v=jlTJ5ec5Kio)",ipfs://QmVfnEfwjjH3LGAAiCkW4WrSeWSsSD5K9mFY65Qcex9qrM,,home,high,,,
736,#736 🙏Itadakimasu Man🙏 2022/03/02,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI took my own Itadakimasu every day for two years.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 736 ディーン＆デルーカ広尾店のジャンバラヤをchompyのらくとく便でデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=MvdQmlPJfU0](https://www.youtube.com/watch?v=MvdQmlPJfU0)",ipfs://QmXwQDfywJjMg24M13hHgoFuAZjsGaofuB3NTgZ4XEYHkG,,home,high,,,
