,名前,説明,画像,動画,属性情報→,,,,個数
tokenId,name,description,image_url,animation_url,place,image quality,,,
1063,#1063 🙏Itadakimasu Man🙏 2023/01/23,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1063 ヴィーガン料理専門店ファラフェルブラザーズ恵比寿店のトリオザハーフをmenuでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=p_D9o8gUGWc](https://www.youtube.com/watch?v=p_D9o8gUGWc)",ipfs://QmSCnBKeEbficKPtzHcgNqPZDjZZCwTW8BkVbFSLuxPyib,,home,high,,,
1062,#1062 🙏Itadakimasu Man🙏 2023/01/22,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1062 グルメバーガー＆サンドイッチ店、ホームワークス広尾のBLTサンドイッチをウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=pyfEJ-t_xJA](https://www.youtube.com/watch?v=pyfEJ-t_xJA)",ipfs://QmWrFPPro2mzoGd8hgJv3yd69L1jGuecki3N88LUsK6cDh,,home,high,,,
1061,#1061 🙏Itadakimasu Man🙏 2023/01/21,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1061 京西陣菓匠宗禅のソルティバタークッキー、バターギルドのプレーンとレーズンバターをいただいたので食べてみた #ASMR \n[https://www.youtube.com/watch?v=oLUIIiYS9Pg](https://www.youtube.com/watch?v=oLUIIiYS9Pg)",ipfs://QmQwaUYQpoQspVhz2GJDbTPAFazg21K1U22sRzEuo5J7PP,,home,high,,,
1060,#1060 🙏Itadakimasu Man🙏 2023/01/20,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1060 青山一丁目のカフェ、スタンダードコーヒー青山のキヌアとシュリンプのサラダ（ドリップバックコーヒー付き）をmenuでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=o2CeTnMF0xE](https://www.youtube.com/watch?v=o2CeTnMF0xE)",ipfs://QmaaJWpiqXDrxRkTVg2P2p3qWHCWTJESaRsq8Nb8bsR934,,home,high,,,
1059,#1059 🙏Itadakimasu Man🙏 2023/01/19,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1059 イタリアンバール、アンティコカフェアルアビスアトレ恵比寿店のバナナブレッドをウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=FAXKb8-8ePo](https://www.youtube.com/watch?v=FAXKb8-8ePo)",ipfs://QmVUrPwNKYak9h7dGdLCk1aDrW9cXbGfY7x88guZjDu4A1,,home,high,,,
1058,#1058 🙏Itadakimasu Man🙏 2023/01/18,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1058 タコス＆ブリトー専門店、タコリッコ アークヒルズ店のブリトーグリルチキンをmenuでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=brE5vY5mAOE](https://www.youtube.com/watch?v=brE5vY5mAOE)",ipfs://QmRtybaQWscCibigMZdyihwYThdEcq18Q1Lo8vusc24dbp,,home,high,,,
1057,#1057 🙏Itadakimasu Man🙏 2023/01/17,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1057 若手牡蠣の会の能登かきのオイル漬け（下村水産）を通販で買って食べてみた #ASMR \n[https://www.youtube.com/watch?v=zAJhxsihKcY](https://www.youtube.com/watch?v=zAJhxsihKcY)",ipfs://QmSjYSi8f699h5pne3LusoNZYAMiGBLWSgyiGeKUUFhdRh,,home,high,,,
1056,#1056 🙏Itadakimasu Man🙏 2023/01/16,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1056 コメダ珈琲店 渋谷宮益坂店のみそカツパンをウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=GGDPIve-4SE](https://www.youtube.com/watch?v=GGDPIve-4SE)",ipfs://QmW3JhhuTsU75dD6iA73MAgw9USEJD6i5fpCHLq6zMhpuK,,home,high,,,
1055,#1055 🙏Itadakimasu Man🙏 2023/01/15,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1055 池尻大橋のカフェ、ブレックファストクラブ東京のさばサンドイッチをウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=hEN01MDQqMo](https://www.youtube.com/watch?v=hEN01MDQqMo)",ipfs://QmYsKvsSKjqBZdFMKdMRHKAwmaaAmcCcZ91bEe9eNJZWeb,,home,high,,,
1054,#1054 🙏Itadakimasu Man🙏 2023/01/14,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1054 和牛バーガー専門店、ショーグンバーガー渋谷店のチーズバーガーをmenuでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=ZhO4ls-WKuI](https://www.youtube.com/watch?v=ZhO4ls-WKuI)",ipfs://QmaG6w7Sp4zipcP17EMZ2XCj3GsuGCCtnonuWmBRsfAhQq,,home,high,,,
1053,#1053 🙏Itadakimasu Man🙏 2023/01/13,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1053 ベーグル専門店ニューニューヨーククラブ麻布十番店のベーグルサンド、ベーコンエッグチーズをウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=ogBL98DzE7Y](https://www.youtube.com/watch?v=ogBL98DzE7Y)",ipfs://QmQn9MShZ1dyUj9CMkyrgLngqfodGsm2T2kro4ycqo7K7U,,home,high,,,
1052,#1052 🙏Itadakimasu Man🙏 2023/01/12,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1052 渋谷リバーストリートに出店の台湾フードのキッチンカー、おかかキッチンの魯肉飯 パクチーと黒松沙士（台湾コーラ）をテイクアウトして食べてみた #ASMR \n[https://www.youtube.com/watch?v=uEu7QBh0Y9U](https://www.youtube.com/watch?v=uEu7QBh0Y9U)",ipfs://QmSfpWG7c7Xhch3LP8eRbB7QmuQNV8RztNYDfCu94PirMn,,home,high,,,
1051,#1051 🙏Itadakimasu Man🙏 2023/01/11,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1051 恵比寿のパティスリー、ラブティックドゥジョエルロブションの鶏のクリーム煮キッシュと季節野菜のフォカッチャをmenuでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=V14sTav0gEM](https://www.youtube.com/watch?v=V14sTav0gEM)",ipfs://QmXwASnk3XFLq8BpnKEDT9f19g55jMxxZYDMT4PMCXq11t,,home,high,,,
1050,#1050 🙏Itadakimasu Man🙏 2023/01/10,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1050 イタリアンカフェ、セガフレード・ザネッティ・エスプレッソ広尾店のパニーニ・エビとアボカドのタルタルをウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=854LZ-Jy1vg](https://www.youtube.com/watch?v=854LZ-Jy1vg)",ipfs://QmXsRo1MSHefJ2Hs6yxSMayXXHJBLwZGKiYW2HGhTtmF8w,,home,high,,,
1049,#1049 🙏Itadakimasu Man🙏 2023/01/09,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1049 トレーニングフード専門店チキンワークス白金神宮外苑前店のビーガン対応セット【代替肉大豆ミート使用】をウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=GxfK50OcT00](https://www.youtube.com/watch?v=GxfK50OcT00)",ipfs://QmUbCosmhs7CRoDPZbBC4B3hEcwD8nEsjnCvJP32Virchh,,home,high,,,
1048,#1048 🙏Itadakimasu Man🙏 2023/01/08,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1048 人気ベーカリー、ジュウニブンベーカリー三軒茶屋本店のあんバターフランス、ショコラフランス、メロンパンをテイクアウトして食べてみた #ASMR \n[https://www.youtube.com/watch?v=TVzyNim67P4](https://www.youtube.com/watch?v=TVzyNim67P4)",ipfs://QmULbtqkPDfLcHsmkCr9i2deJfQD1Hi1NvRG5HKXMBR7u8,,home,high,,,
1047,#1047 🙏Itadakimasu Man🙏 2023/01/07,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1047 外苑前のキッチンカー、KINDフードトラックの絶品キューバサンドとクラムチャウダーをウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=ziWVV45HNjM](https://www.youtube.com/watch?v=ziWVV45HNjM)",ipfs://QmYguFCuFeD7UNmoPbHorkzWv1HBFmP3DPEBQuhL5TKGYo,,home,high,,,
1046,#1046 🙏Itadakimasu Man🙏 2023/01/06,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1046 ベトナム料理店、バインセオサイゴン屋台 恵比寿のしゃぶしゃぶ牛肉のフォー（フォーボー）をウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=54g__U6Gb5Y](https://www.youtube.com/watch?v=54g__U6Gb5Y)",ipfs://QmRQHA2XpxRXP9eTuREEtPmfqJvwig1SVPt6BJHCNmpRxi,,home,high,,,
1045,#1045 🙏Itadakimasu Man🙏 2023/01/05,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1045 デリバリー専門サラダ店、美と健康10salad（テンサラダ）青山一丁目店のしっとり鶏胸肉のチキンサラダをmenuでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=u3P8Ok3adiM](https://www.youtube.com/watch?v=u3P8Ok3adiM)",ipfs://QmTiz5PF8JnUs7RMgh2i4RL44HEHXkPGbL5ep11CwNzkAi,,home,high,,,
1044,#1044 🙏Itadakimasu Man🙏 2023/01/04,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1044 10周年記念！the 3rd burger青山骨董通り店の増しメルティングダブルチーズバーガーをウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=IHwhQpjw-VQ](https://www.youtube.com/watch?v=IHwhQpjw-VQ)",ipfs://QmNf3wJBpYqvnAy1SCNcuaAjKTimMXWV3emLLoiXZZk3yF,,home,high,,,
1043,#1043 🙏Itadakimasu Man🙏 2023/01/03,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1043 ミラノ発ピッツァ、スポンティーニ カスケード原宿店のマルゲリータをmenuでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=rreQqxxig4o](https://www.youtube.com/watch?v=rreQqxxig4o)",ipfs://QmbCZgL2sNEygi42vWpNiAfkktqtrd2edDMsPrLcchksUN,,home,high,,,
1042,#1042 🙏Itadakimasu Man🙏 2023/01/02,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1042 フルーツサンドのダイワスーパー直営カフェ、ダカフェ恵比寿店のバナナダシェイクとりんご飴をウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=rK9T4M6FnBk](https://www.youtube.com/watch?v=rK9T4M6FnBk)",ipfs://QmdybZ3Htbr1cXXvQsaGvDJUAba5cy3u76CsBMxqXCRUTX,,home,high,,,
1041,#1041 🙏Itadakimasu Man🙏 2023/01/01,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1041 目黒の香港飲茶の店、貮釐館（ニリンカン）のピータンと豚肉入りのお粥と帆立と海老の蒸しシューマイをウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=Gu8l3M-wz9o](https://www.youtube.com/watch?v=Gu8l3M-wz9o)",ipfs://QmWvsfnPmqi1oEbEUicpu79bQyBkXBKx1Chego7pMnjuN8,,home,high,,,
1040,#1040 🙏Itadakimasu Man🙏 2022/12/31,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1040 大晦日なので原宿の茶そば専門店吉そばの牛バラ肉そばをウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=BRlmkmZlO6U](https://www.youtube.com/watch?v=BRlmkmZlO6U)",ipfs://QmaTaVTnMtRMdZ4ikmyy6sQopBsd3QBG7xcRkPyePdh6dw,,home,high,,,
1039,#1039 🙏Itadakimasu Man🙏 2022/12/30,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1039 肉山プロデュースの海老カツ丼専門店、渋谷区東の海老山の海老カツ丼をテイクアウトして食べてみた #ASMR \n[https://www.youtube.com/watch?v=JDL38_A83eg](https://www.youtube.com/watch?v=JDL38_A83eg)",ipfs://Qmasmm8ZRRvSnj9oTz2GDgMdrb2HEZoKXmtMq4PpCjFTgd,,home,high,,,
1038,#1038 🙏Itadakimasu Man🙏 2022/12/29,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1038 コワーキングオフィスWeWorkにあるforucafe原宿の選べるデリ3種とボリュームグリーンサラダをウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=y8S1zXzx6FM](https://www.youtube.com/watch?v=y8S1zXzx6FM)",ipfs://QmT33pfcxrRQUCRevixyazxj1R7DCbdMKtkK58A8X3afU2,,home,high,,,
1037,#1037 🙏Itadakimasu Man🙏 2022/12/28,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1037 道玄坂のケバブ店 LIFE KEBAB SHIBUYAのハラールケバブサンドミックスをウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=4fdpmONFejc](https://www.youtube.com/watch?v=4fdpmONFejc)",ipfs://QmdvkK8nDMvu2bZHhcdzB7RR7X3i9xgSi3Y4eDg19Xrv2j,,home,high,,,
1036,#1036 🙏Itadakimasu Man🙏 2022/12/27,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1036 初台のホットサンド店、ゲットベターコーヒー＆サンドイッチの至極の組み合わせスプラウトとコンビーフサンドをmenuでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=YSAk75BGs6c](https://www.youtube.com/watch?v=YSAk75BGs6c)",ipfs://QmZcRB2jvvcgNgqBdKfL65gj3ZrZVeAtPETTx7Wr391fp8,,home,high,,,
1035,#1035 🙏Itadakimasu Man🙏 2022/12/26,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1035 茅ヶ崎発の大豆と発酵のテイクアウトカフェSOY BREWERY中目黒店の発酵ブリトードリンクセットをウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=VW-ZOmK-Uig](https://www.youtube.com/watch?v=VW-ZOmK-Uig)",ipfs://QmQgtL2rGEwaH7HDMiNX7FChHEXZ6kGKR3UkXvPrbGehxx,,home,high,,,
1034,#1034 🙏Itadakimasu Man🙏 2022/12/25,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1034 クリスマスなのでPancakePayでラヴィアンレーヴの【Xmas限定商品】チョコレートケーキ(4号)を食べてみた #ASMR \n[https://www.youtube.com/watch?v=vtHDXxOAUcI](https://www.youtube.com/watch?v=vtHDXxOAUcI)",ipfs://QmS5UMofrTfvYMHRpcfz1WurXTP875uFXft7wHvmGF1E8e,,home,high,,,
1033,#1033 🙏Itadakimasu Man🙏 2022/12/24,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1033 チキンバーガー専門店、ドゥーワップ代官山店のチェダーチーズチキンバーガーとDipsバイツ4Pをウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=Wo5lccij98s](https://www.youtube.com/watch?v=Wo5lccij98s)",ipfs://QmbUWyCKfksmv48uCsozPo5zLZUrCdM3SFAcmKo9esrr2k,,home,high,,,
1032,#1032 🙏Itadakimasu Man🙏 2022/12/23,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1032 日本唯一のカフェオレ専門店、カフェオレトーキョー五反田店のダブルハム＆チーズホットサンドをウーバーイーツでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=VqEhUSaXXUY](https://www.youtube.com/watch?v=VqEhUSaXXUY)",ipfs://QmVYy6cpmvzbNMBwonbVjwQ6C28tUEcP2PJrqH1UwqRZg6,,home,high,,,
1031,#1031 🙏Itadakimasu Man🙏 2022/12/22,"Created by [itadakimasu-man](https://opensea.io/itadakimasu-man)  \n  \nI have been taking my own itadakimasu videos daily since March 2020.  \nEveryone, let's Itadakimasu.  \nいただきまーす🙏  \n  \nI am generating NFTs with Youtube thumbnails.  \nYouTubeのサムネイルをNFTにしました。  \n  \n🙏Itadakimasu Man🙏 1031 ""架空のホテルのレストラン""がコンセプト、表参道のHotel's（ホテルズ）の【1日限定5食】トバグリドルをmenuでデリバリーして食べてみた #ASMR \n[https://www.youtube.com/watch?v=kOgwH4zNlrs](https://www.youtube.com/watch?v=kOgwH4zNlrs)",ipfs://QmXbjpmyv64HSWtTbeayKLwiPTFHwvGs8jZq298kPge5HF,,home,high,,,
